Partition,c,λ2,r,Grundy (g),P/N-Position (Normal),Misere Value,P/N-Position (Misere),Uptimality,Game Depth,Winning Move Count,Winning Moves (Normal)
"17 10 1 1",17,10,4,2,N,Winning,N,29,29,1,"[R1C9]"
"18 10 1 1",18,10,4,3,N,Winning,N,29,30,1,"[R0C17,R1C9]"
"19 10 1 1",19,10,4,2,N,Winning,N,31,31,1,"[R1C9]"
"20 10 1 1",20,10,4,3,N,Winning,N,31,32,1,"[R0C19,R1C9]"
"11 11 1 1",11,11,4,0,P,Losing,P,24,24,0,"N/A (P-position)"
"12 11 1 1",12,11,4,1,N,Winning,N,25,25,1,"[R0C11]"
"13 11 1 1",13,11,4,0,P,Losing,P,26,26,0,"N/A (P-position)"
"14 11 1 1",14,11,4,1,N,Winning,N,27,27,1,"[R0C13]"
"15 11 1 1",15,11,4,0,P,Losing,P,28,28,0,"N/A (P-position)"
"16 11 1 1",16,11,4,1,N,Winning,N,29,29,1,"[R0C15]"
"17 11 1 1",17,11,4,0,P,Losing,P,30,30,0,"N/A (P-position)"
"18 11 1 1",18,11,4,1,N,Winning,N,31,31,1,"[R0C17]"
"19 11 1 1",19,11,4,0,P,Losing,P,32,32,0,"N/A (P-position)"
"20 11 1 1",20,11,4,1,N,Winning,N,33,33,1,"[R0C19]"
"12 12 1 1",12,12,4,0,P,Losing,P,26,26,0,"N/A (P-position)"
"13 12 1 1",13,12,4,2,N,Winning,N,27,27,2,"[R0C12] / [R1C11]"
"14 12 1 1",14,12,4,3,N,Winning,N,27,28,1,"[R0C13,R1C11]"
"15 12 1 1",15,12,4,2,N,Winning,N,29,29,1,"[R1C11]"
"16 12 1 1",16,12,4,3,N,Winning,N,29,30,1,"[R0C15,R1C11]"
"17 12 1 1",17,12,4,2,N,Winning,N,31,31,1,"[R1C11]"
"18 12 1 1",18,12,4,3,N,Winning,N,31,32,1,"[R0C17,R1C11]"
"19 12 1 1",19,12,4,2,N,Winning,N,33,33,1,"[R1C11]"
"20 12 1 1",20,12,4,3,N,Winning,N,33,34,1,"[R0C19,R1C11]"
"13 13 1 1",13,13,4,0,P,Losing,P,28,28,0,"N/A (P-position)"
"14 13 1 1",14,13,4,1,N,Winning,N,29,29,1,"[R0C13]"
"15 13 1 1",15,13,4,0,P,Losing,P,30,30,0,"N/A (P-position)"
"16 13 1 1",16,13,4,1,N,Winning,N,31,31,1,"[R0C15]"
"17 13 1 1",17,13,4,0,P,Losing,P,32,32,0,"N/A (P-position)"
"18 13 1 1",18,13,4,1,N,Winning,N,33,33,1,"[R0C17]"
"19 13 1 1",19,13,4,0,P,Losing,P,34,34,0,"N/A (P-position)"
"20 13 1 1",20,13,4,1,N,Winning,N,35,35,1,"[R0C19]"
"14 14 1 1",14,14,4,0,P,Losing,P,30,30,0,"N/A (P-position)"
"15 14 1 1",15,14,4,2,N,Winning,N,31,31,2,"[R0C14] / [R1C13]"
"16 14 1 1",16,14,4,3,N,Winning,N,31,32,1,"[R0C15,R1C13]"
"17 14 1 1",17,14,4,2,N,Winning,N,33,33,1,"[R1C13]"
"18 14 1 1",18,14,4,3,N,Winning,N,33,34,1,"[R0C17,R1C13]"
"19 14 1 1",19,14,4,2,N,Winning,N,35,35,1,"[R1C13]"
"20 14 1 1",20,14,4,3,N,Winning,N,35,36,1,"[R0C19,R1C13]"
"15 15 1 1",15,15,4,0,P,Losing,P,32,32,0,"N/A (P-position)"
"16 15 1 1",16,15,4,1,N,Winning,N,33,33,1,"[R0C15]"
"17 15 1 1",17,15,4,0,P,Losing,P,34,34,0,"N/A (P-position)"
"18 15 1 1",18,15,4,1,N,Winning,N,35,35,1,"[R0C17]"
"19 15 1 1",19,15,4,0,P,Losing,P,36,36,0,"N/A (P-position)"
"20 15 1 1",20,15,4,1,N,Winning,N,37,37,1,"[R0C19]"
"16 16 1 1",16,16,4,0,P,Losing,P,34,34,0,"N/A (P-position)"
"17 16 1 1",17,16,4,2,N,Winning,N,35,35,2,"[R0C16] / [R1C15]"
"18 16 1 1",18,16,4,3,N,Winning,N,35,36,1,"[R0C17,R1C15]"
"19 16 1 1",19,16,4,2,N,Winning,N,37,37,1,"[R1C15]"
"20 16 1 1",20,16,4,3,N,Winning,N,37,38,1,"[R0C19,R1C15]"
"17 17 1 1",17,17,4,0,P,Losing,P,36,36,0,"N/A (P-position)"
"18 17 1 1",18,17,4,1,N,Winning,N,37,37,1,"[R0C17]"
"19 17 1 1",19,17,4,0,P,Losing,P,38,38,0,"N/A (P-position)"
"20 17 1 1",20,17,4,1,N,Winning,N,39,39,1,"[R0C19]"
"18 18 1 1",18,18,4,0,P,Losing,P,38,38,0,"N/A (P-position)"
"19 18 1 1",19,18,4,2,N,Winning,N,39,39,2,"[R0C18] / [R1C17]"
"20 18 1 1",20,18,4,3,N,Winning,N,39,40,1,"[R0C19,R1C17]"
"19 19 1 1",19,19,4,0,P,Losing,P,40,40,0,"N/A (P-position)"
"20 19 1 1",20,19,4,1,N,Winning,N,41,41,1,"[R0C19]"
"20 20 1 1",20,20,4,0,P,Losing,P,42,42,0,"N/A (P-position)"
"2 2 1 1 1",2,2,5,1,N,Winning,N,7,7,1,"[R4C0]"
"3 2 1 1 1",3,2,5,4,N,Winning,N,7,8,2,"[R1C1] / [R0C2,R4C0]"
"4 2 1 1 1",4,2,5,6,N,Winning,N,7,9,1,"[R0C3,R1C1]"
"5 2 1 1 1",5,2,5,1,N,Winning,N,9,10,1,"[R1C1]"
"6 2 1 1 1",6,2,5,4,N,Winning,N,9,11,1,"[R0C5,R1C1]"
"7 2 1 1 1",7,2,5,5,N,Winning,N,11,12,1,"[R1C1]"
"8 2 1 1 1",8,2,5,4,N,Winning,N,11,13,1,"[R0C7,R1C1]"
"9 2 1 1 1",9,2,5,5,N,Winning,N,13,14,1,"[R1C1]"
"10 2 1 1 1",10,2,5,4,N,Winning,N,13,15,1,"[R0C9,R1C1]"
"11 2 1 1 1",11,2,5,5,N,Winning,N,15,16,1,"[R1C1]"
"12 2 1 1 1",12,2,5,4,N,Winning,N,15,17,1,"[R0C11,R1C1]"
"13 2 1 1 1",13,2,5,5,N,Winning,N,17,18,1,"[R1C1]"
"14 2 1 1 1",14,2,5,4,N,Winning,N,17,19,1,"[R0C13,R1C1]"
"15 2 1 1 1",15,2,5,5,N,Winning,N,19,20,1,"[R1C1]"
"16 2 1 1 1",16,2,5,4,N,Winning,N,19,21,1,"[R0C15,R1C1]"
"17 2 1 1 1",17,2,5,5,N,Winning,N,21,22,1,"[R1C1]"
"18 2 1 1 1",18,2,5,4,N,Winning,N,21,23,1,"[R0C17,R1C1]"
"19 2 1 1 1",19,2,5,5,N,Winning,N,23,24,1,"[R1C1]"
"20 2 1 1 1",20,2,5,4,N,Winning,N,23,25,1,"[R0C19,R1C1]"
"3 3 1 1 1",3,3,5,1,N,Winning,N,9,9,1,"[R4C0]"
"4 3 1 1 1",4,3,5,2,N,Winning,N,9,10,1,"[R0C3,R4C0]"
"5 3 1 1 1",5,3,5,4,N,Winning,N,11,11,1,"[R4C0]"
"6 3 1 1 1",6,3,5,2,N,Winning,N,11,12,1,"[R0C5,R4C0]"
"7 3 1 1 1",7,3,5,3,N,Winning,N,13,13,1,"[R4C0]"
"8 3 1 1 1",8,3,5,2,N,Winning,N,13,14,1,"[R0C7,R4C0]"
"9 3 1 1 1",9,3,5,3,N,Winning,N,15,15,1,"[R4C0]"
"10 3 1 1 1",10,3,5,2,N,Winning,N,15,16,1,"[R0C9,R4C0]"
"11 3 1 1 1",11,3,5,3,N,Winning,N,17,17,1,"[R4C0]"
"12 3 1 1 1",12,3,5,2,N,Winning,N,17,18,1,"[R0C11,R4C0]"
"13 3 1 1 1",13,3,5,3,N,Winning,N,19,19,1,"[R4C0]"
"14 3 1 1 1",14,3,5,2,N,Winning,N,19,20,1,"[R0C13,R4C0]"
"15 3 1 1 1",15,3,5,3,N,Winning,N,21,21,1,"[R4C0]"
"16 3 1 1 1",16,3,5,2,N,Winning,N,21,22,1,"[R0C15,R4C0]"
"17 3 1 1 1",17,3,5,3,N,Winning,N,23,23,1,"[R4C0]"
"18 3 1 1 1",18,3,5,2,N,Winning,N,23,24,1,"[R0C17,R4C0]"
"19 3 1 1 1",19,3,5,3,N,Winning,N,25,25,1,"[R4C0]"
"20 3 1 1 1",20,3,5,2,N,Winning,N,25,26,1,"[R0C19,R4C0]"
"4 4 1 1 1",4,4,5,3,N,Winning,N,11,11,1,"[R4C0]"
"5 4 1 1 1",5,4,5,5,N,Winning,N,11,12,2,"[R0C4,R4C0] / [R1C3,R4C0]"
"6 4 1 1 1",6,4,5,6,N,Winning,N,11,13,1,"[R0C5,R1C3,R4C0]"
"7 4 1 1 1",7,4,5,4,N,Winning,N,13,14,1,"[R1C3,R4C0]"
"8 4 1 1 1",8,4,5,5,N,Winning,N,13,15,1,"[R0C7,R1C3,R4C0]"
"9 4 1 1 1",9,4,5,4,N,Winning,N,15,16,1,"[R1C3,R4C0]"
"10 4 1 1 1",10,4,5,5,N,Winning,N,15,17,1,"[R0C9,R1C3,R4C0]"
"11 4 1 1 1",11,4,5,4,N,Winning,N,17,18,1,"[R1C3,R4C0]"
"12 4 1 1 1",12,4,5,5,N,Winning,N,17,19,1,"[R0C11,R1C3,R4C0]"
"13 4 1 1 1",13,4,5,4,N,Winning,N,19,20,1,"[R1C3,R4C0]"
"14 4 1 1 1",14,4,5,5,N,Winning,N,19,21,1,"[R0C13,R1C3,R4C0]"
"15 4 1 1 1",15,4,5,4,N,Winning,N,21,22,1,"[R1C3,R4C0]"
"16 4 1 1 1",16,4,5,5,N,Winning,N,21,23,1,"[R0C15,R1C3,R4C0]"
"17 4 1 1 1",17,4,5,4,N,Winning,N,23,24,1,"[R1C3,R4C0]"
"18 4 1 1 1",18,4,5,5,N,Winning,N,23,25,1,"[R0C17,R1C3,R4C0]"
"19 4 1 1 1",19,4,5,4,N,Winning,N,25,26,1,"[R1C3,R4C0]"
"20 4 1 1 1",20,4,5,5,N,Winning,N,25,27,1,"[R0C19,R1C3,R4C0]"
"5 5 1 1 1",5,5,5,1,N,Winning,N,13,13,1,"[R4C0]"
"6 5 1 1 1",6,5,5,4,N,Winning,N,13,14,1,"[R0C5,R4C0]"
"7 5 1 1 1",7,5,5,5,N,Winning,N,15,15,1,"[R4C0]"
"8 5 1 1 1",8,5,5,6,N,Winning,N,15,16,1,"[R0C7,R4C0]"
"9 5 1 1 1",9,5,5,7,N,Winning,N,17,17,1,"[R4C0]"
"10 5 1 1 1",10,5,5,6,N,Winning,N,17,18,1,"[R0C9,R4C0]"
"11 5 1 1 1",11,5,5,7,N,Winning,N,19,19,1,"[R4C0]"
"12 5 1 1 1",12,5,5,6,N,Winning,N,19,20,1,"[R0C11,R4C0]"
"13 5 1 1 1",13,5,5,7,N,Winning,N,21,21,1,"[R4C0]"
"14 5 1 1 1",14,5,5,6,N,Winning,N,21,22,1,"[R0C13,R4C0]"
"15 5 1 1 1",15,5,5,7,N,Winning,N,23,23,1,"[R4C0]"
"16 5 1 1 1",16,5,5,6,N,Winning,N,23,24,1,"[R0C15,R4C0]"
"17 5 1 1 1",17,5,5,7,N,Winning,N,25,25,1,"[R4C0]"
"18 5 1 1 1",18,5,5,6,N,Winning,N,25,26,1,"[R0C17,R4C0]"
"19 5 1 1 1",19,5,5,7,N,Winning,N,27,27,1,"[R4C0]"
"20 5 1 1 1",20,5,5,6,N,Winning,N,27,28,1,"[R0C19,R4C0]"
"6 6 1 1 1",6,6,5,2,N,Winning,N,15,15,1,"[R4C0]"
"7 6 1 1 1",7,6,5,3,N,Winning,N,15,16,2,"[R0C6,R4C0] / [R1C5,R4C0]"
"8 6 1 1 1",8,6,5,4,N,Winning,N,15,17,1,"[R0C7,R1C5,R4C0]"
"9 6 1 1 1",9,6,5,5,N,Winning,N,17,18,1,"[R1C5,R4C0]"
"10 6 1 1 1",10,6,5,4,N,Winning,N,17,19,1,"[R0C9,R1C5,R4C0]"
"11 6 1 1 1",11,6,5,5,N,Winning,N,19,20,1,"[R1C5,R4C0]"
"12 6 1 1 1",12,6,5,4,N,Winning,N,19,21,1,"[R0C11,R1C5,R4C0]"
"13 6 1 1 1",13,6,5,5,N,Winning,N,21,22,1,"[R1C5,R4C0]"
"14 6 1 1 1",14,6,5,4,N,Winning,N,21,23,1,"[R0C13,R1C5,R4C0]"
"15 6 1 1 1",15,6,5,5,N,Winning,N,23,24,1,"[R1C5,R4C0]"
"16 6 1 1 1",16,6,5,4,N,Winning,N,23,25,1,"[R0C15,R1C5,R4C0]"
"17 6 1 1 1",17,6,5,5,N,Winning,N,25,26,1,"[R1C5,R4C0]"
"18 6 1 1 1",18,6,5,4,N,Winning,N,25,27,1,"[R0C17,R1C5,R4C0]"
"19 6 1 1 1",19,6,5,5,N,Winning,N,27,28,1,"[R1C5,R4C0]"
"20 6 1 1 1",20,6,5,4,N,Winning,N,27,29,1,"[R0C19,R1C5,R4C0]"
"7 7 1 1 1",7,7,5,1,N,Winning,N,17,17,1,"[R4C0]"
"8 7 1 1 1",8,7,5,5,N,Winning,N,17,18,1,"[R0C7,R4C0]"
"9 7 1 1 1",9,7,5,6,N,Winning,N,19,19,1,"[R4C0]"
"10 7 1 1 1",10,7,5,7,N,Winning,N,19,20,1,"[R0C9,R4C0]"
"11 7 1 1 1",11,7,5,6,N,Winning,N,21,21,1,"[R4C0]"
"12 7 1 1 1",12,7,5,7,N,Winning,N,21,22,1,"[R0C11,R4C0]"
"13 7 1 1 1",13,7,5,6,N,Winning,N,23,23,1,"[R4C0]"
"14 7 1 1 1",14,7,5,7,N,Winning,N,23,24,1,"[R0C13,R4C0]"
"15 7 1 1 1",15,7,5,6,N,Winning,N,25,25,1,"[R4C0]"
"16 7 1 1 1",16,7,5,7,N,Winning,N,25,26,1,"[R0C15,R4C0]"
"17 7 1 1 1",17,7,5,6,N,Winning,N,27,27,1,"[R4C0]"
"18 7 1 1 1",18,7,5,7,N,Winning,N,27,28,1,"[R0C17,R4C0]"
"19 7 1 1 1",19,7,5,6,N,Winning,N,29,29,1,"[R4C0]"
"20 7 1 1 1",20,7,5,7,N,Winning,N,29,30,1,"[R0C19,R4C0]"
"8 8 1 1 1",8,8,5,2,N,Winning,N,19,19,1,"[R4C0]"
"9 8 1 1 1",9,8,5,3,N,Winning,N,19,20,2,"[R0C8,R4C0] / [R1C7,R4C0]"
"10 8 1 1 1",10,8,5,4,N,Winning,N,19,21,1,"[R0C9,R1C7,R4C0]"
"11 8 1 1 1",11,8,5,5,N,Winning,N,21,22,1,"[R1C7,R4C0]"
"12 8 1 1 1",12,8,5,4,N,Winning,N,21,23,1,"[R0C11,R1C7,R4C0]"
"13 8 1 1 1",13,8,5,5,N,Winning,N,23,24,1,"[R1C7,R4C0]"
"14 8 1 1 1",14,8,5,4,N,Winning,N,23,25,1,"[R0C13,R1C7,R4C0]"
"15 8 1 1 1",15,8,5,5,N,Winning,N,25,26,1,"[R1C7,R4C0]"
"16 8 1 1 1",16,8,5,4,N,Winning,N,25,27,1,"[R0C15,R1C7,R4C0]"
"17 8 1 1 1",17,8,5,5,N,Winning,N,27,28,1,"[R1C7,R4C0]"
"18 8 1 1 1",18,8,5,4,N,Winning,N,27,29,1,"[R0C17,R1C7,R4C0]"
"19 8 1 1 1",19,8,5,5,N,Winning,N,29,30,1,"[R1C7,R4C0]"
"20 8 1 1 1",20,8,5,4,N,Winning,N,29,31,1,"[R0C19,R1C7,R4C0]"
"9 9 1 1 1",9,9,5,1,N,Winning,N,21,21,1,"[R4C0]"
"10 9 1 1 1",10,9,5,5,N,Winning,N,21,22,1,"[R0C9,R4C0]"
"11 9 1 1 1",11,9,5,6,N,Winning,N,23,23,1,"[R4C0]"
"12 9 1 1 1",12,9,5,7,N,Winning,N,23,24,1,"[R0C11,R4C0]"
"13 9 1 1 1",13,9,5,6,N,Winning,N,25,25,1,"[R4C0]"
"14 9 1 1 1",14,9,5,7,N,Winning,N,25,26,1,"[R0C13,R4C0]"
"15 9 1 1 1",15,9,5,6,N,Winning,N,27,27,1,"[R4C0]"
"16 9 1 1 1",16,9,5,7,N,Winning,N,27,28,1,"[R0C15,R4C0]"
"17 9 1 1 1",17,9,5,6,N,Winning,N,29,29,1,"[R4C0]"
"18 9 1 1 1",18,9,5,7,N,Winning,N,29,30,1,"[R0C17,R4C0]"
"19 9 1 1 1",19,9,5,6,N,Winning,N,31,31,1,"[R4C0]"
"20 9 1 1 1",20,9,5,7,N,Winning,N,31,32,1,"[R0C19,R4C0]"
"10 10 1 1 1",10,10,5,2,N,Winning,N,23,23,1,"[R4C0]"
"11 10 1 1 1",11,10,5,3,N,Winning,N,23,24,2,"[R0C10,R4C0] / [R1C9,R4C0]"
"12 10 1 1 1",12,10,5,4,N,Winning,N,23,25,1,"[R0C11,R1C9,R4C0]"
"13 10 1 1 1",13,10,5,5,N,Winning,N,25,26,1,"[R1C9,R4C0]"
"14 10 1 1 1",14,10,5,4,N,Winning,N,25,27,1,"[R0C13,R1C9,R4C0]"
"15 10 1 1 1",15,10,5,5,N,Winning,N,27,28,1,"[R1C9,R4C0]"
"16 10 1 1 1",16,10,5,4,N,Winning,N,27,29,1,"[R0C15,R1C9,R4C0]"
"17 10 1 1 1",17,10,5,5,N,Winning,N,29,30,1,"[R1C9,R4C0]"
"18 10 1 1 1",18,10,5,4,N,Winning,N,29,31,1,"[R0C17,R1C9,R4C0]"
"19 10 1 1 1",19,10,5,5,N,Winning,N,31,32,1,"[R1C9,R4C0]"
"20 10 1 1 1",20,10,5,4,N,Winning,N,31,33,1,"[R0C19,R1C9,R4C0]"
"11 11 1 1 1",11,11,5,1,N,Winning,N,25,25,1,"[R4C0]"
"12 11 1 1 1",12,11,5,5,N,Winning,N,25,26,1,"[R0C11,R4C0]"
"13 11 1 1 1",13,11,5,6,N,Winning,N,27,27,1,"[R4C0]"
"14 11 1 1 1",14,11,5,7,N,Winning,N,27,28,1,"[R0C13,R4C0]"
"15 11 1 1 1",15,11,5,6,N,Winning,N,29,29,1,"[R4C0]"
"16 11 1 1 1",16,11,5,7,N,Winning,N,29,30,1,"[R0C15,R4C0]"
"17 11 1 1 1",17,11,5,6,N,Winning,N,31,31,1,"[R4C0]"
"18 11 1 1 1",18,11,5,7,N,Winning,N,31,32,1,"[R0C17,R4C0]"
"19 11 1 1 1",19,11,5,6,N,Winning,N,33,33,1,"[R4C0]"
"20 11 1 1 1",20,11,5,7,N,Winning,N,33,34,1,"[R0C19,R4C0]"
"12 12 1 1 1",12,12,5,2,N,Winning,N,27,27,1,"[R4C0]"
"13 12 1 1 1",13,12,5,3,N,Winning,N,27,28,2,"[R0C12,R4C0] / [R1C11,R4C0]"
"14 12 1 1 1",14,12,5,4,N,Winning,N,27,29,1,"[R0C13,R1C11,R4C0]"
"15 12 1 1 1",15,12,5,5,N,Winning,N,29,30,1,"[R1C11,R4C0]"
"16 12 1 1 1",16,12,5,4,N,Winning,N,29,31,1,"[R0C15,R1C11,R4C0]"
"17 12 1 1 1",17,12,5,5,N,Winning,N,31,32,1,"[R1C11,R4C0]"
"18 12 1 1 1",18,12,5,4,N,Winning,N,31,33,1,"[R0C17,R1C11,R4C0]"
"19 12 1 1 1",19,12,5,5,N,Winning,N,33,34,1,"[R1C11,R4C0]"
"20 12 1 1 1",20,12,5,4,N,Winning,N,33,35,1,"[R0C19,R1C11,R4C0]"
"13 13 1 1 1",13,13,5,1,N,Winning,N,29,29,1,"[R4C0]"
"14 13 1 1 1",14,13,5,5,N,Winning,N,29,30,1,"[R0C13,R4C0]"
"15 13 1 1 1",15,13,5,6,N,Winning,N,31,31,1,"[R4C0]"
"16 13 1 1 1",16,13,5,7,N,Winning,N,31,32,1,"[R0C15,R4C0]"
"17 13 1 1 1",17,13,5,6,N,Winning,N,33,33,1,"[R4C0]"
"18 13 1 1 1",18,13,5,7,N,Winning,N,33,34,1,"[R0C17,R4C0]"
"19 13 1 1 1",19,13,5,6,N,Winning,N,35,35,1,"[R4C0]"
"20 13 1 1 1",20,13,5,7,N,Winning,N,35,36,1,"[R0C19,R4C0]"
"14 14 1 1 1",14,14,5,2,N,Winning,N,31,31,1,"[R4C0]"
"15 14 1 1 1",15,14,5,3,N,Winning,N,31,32,2,"[R0C14,R4C0] / [R1C13,R4C0]"
"16 14 1 1 1",16,14,5,4,N,Winning,N,31,33,1,"[R0C15,R1C13,R4C0]"
"17 14 1 1 1",17,14,5,5,N,Winning,N,33,34,1,"[R1C13,R4C0]"
"18 14 1 1 1",18,14,5,4,N,Winning,N,33,35,1,"[R0C17,R1C13,R4C0]"
"19 14 1 1 1",19,14,5,5,N,Winning,N,35,36,1,"[R1C13,R4C0]"
"20 14 1 1 1",20,14,5,4,N,Winning,N,35,37,1,"[R0C19,R1C13,R4C0]"
"15 15 1 1 1",15,15,5,1,N,Winning,N,33,33,1,"[R4C0]"
"16 15 1 1 1",16,15,5,5,N,Winning,N,33,34,1,"[R0C15,R4C0]"
"17 15 1 1 1",17,15,5,6,N,Winning,N,35,35,1,"[R4C0]"
"18 15 1 1 1",18,15,5,7,N,Winning,N,35,36,1,"[R0C17,R4C0]"
"19 15 1 1 1",19,15,5,6,N,Winning,N,37,37,1,"[R4C0]"
"20 15 1 1 1",20,15,5,7,N,Winning,N,37,38,1,"[R0C19,R4C0]"
"16 16 1 1 1",16,16,5,2,N,Winning,N,35,35,1,"[R4C0]"
"17 16 1 1 1",17,16,5,3,N,Winning,N,35,36,2,"[R0C16,R4C0] / [R1C15,R4C0]"
"18 16 1 1 1",18,16,5,4,N,Winning,N,35,37,1,"[R0C17,R1C15,R4C0]"
"19 16 1 1 1",19,16,5,5,N,Winning,N,37,38,1,"[R1C15,R4C0]"
"20 16 1 1 1",20,16,5,4,N,Winning,N,37,39,1,"[R0C19,R1C15,R4C0]"
"17 17 1 1 1",17,17,5,1,N,Winning,N,37,37,1,"[R4C0]"
"18 17 1 1 1",18,17,5,5,N,Winning,N,37,38,1,"[R0C17,R4C0]"
"19 17 1 1 1",19,17,5,6,N,Winning,N,39,39,1,"[R4C0]"
"20 17 1 1 1",20,17,5,7,N,Winning,N,39,40,1,"[R0C19,R4C0]"
"18 18 1 1 1",18,18,5,2,N,Winning,N,39,39,1,"[R4C0]"
"19 18 1 1 1",19,18,5,3,N,Winning,N,39,40,2,"[R0C18,R4C0] / [R1C17,R4C0]"
"20 18 1 1 1",20,18,5,4,N,Winning,N,39,41,1,"[R0C19,R1C17,R4C0]"
"19 19 1 1 1",19,19,5,1,N,Winning,N,41,41,1,"[R4C0]"
"20 19 1 1 1",20,19,5,5,N,Winning,N,41,42,1,"[R0C19,R4C0]"
"20 20 1 1 1",20,20,5,2,N,Winning,N,43,43,1,"[R4C0]"
"2 2 1 1 1 1",2,2,6,0,P,Losing,P,8,8,0,"N/A (P-position)"
"3 2 1 1 1 1",3,2,6,5,N,Winning,N,7,9,2,"[R0C2] / [R1C1,R5C0]"
"4 2 1 1 1 1",4,2,6,7,N,Winning,N,7,10,1,"[R0C3,R1C1,R5C0]"
"5 2 1 1 1 1",5,2,6,4,N,Winning,N,9,11,1,"[R1C1,R5C0]"
"6 2 1 1 1 1",6,2,6,3,N,Winning,N,9,12,1,"[R0C5,R1C1,R5C0]"
"7 2 1 1 1 1",7,2,6,6,N,Winning,N,11,13,1,"[R1C1,R5C0]"
"8 2 1 1 1 1",8,2,6,7,N,Winning,N,11,14,1,"[R0C7,R1C1,R5C0]"
"9 2 1 1 1 1",9,2,6,6,N,Winning,N,13,15,1,"[R1C1,R5C0]"
"10 2 1 1 1 1",10,2,6,7,N,Winning,N,13,16,1,"[R0C9,R1C1,R5C0]"
"11 2 1 1 1 1",11,2,6,6,N,Winning,N,15,17,1,"[R1C1,R5C0]"
"12 2 1 1 1 1",12,2,6,7,N,Winning,N,15,18,1,"[R0C11,R1C1,R5C0]"
"13 2 1 1 1 1",13,2,6,6,N,Winning,N,17,19,1,"[R1C1,R5C0]"
"14 2 1 1 1 1",14,2,6,7,N,Winning,N,17,20,1,"[R0C13,R1C1,R5C0]"
"15 2 1 1 1 1",15,2,6,6,N,Winning,N,19,21,1,"[R1C1,R5C0]"
"16 2 1 1 1 1",16,2,6,7,N,Winning,N,19,22,1,"[R0C15,R1C1,R5C0]"
"17 2 1 1 1 1",17,2,6,6,N,Winning,N,21,23,1,"[R1C1,R5C0]"
"18 2 1 1 1 1",18,2,6,7,N,Winning,N,21,24,1,"[R0C17,R1C1,R5C0]"
"19 2 1 1 1 1",19,2,6,6,N,Winning,N,23,25,1,"[R1C1,R5C0]"
"20 2 1 1 1 1",20,2,6,7,N,Winning,N,23,26,1,"[R0C19,R1C1,R5C0]"
"3 3 1 1 1 1",3,3,6,0,P,Losing,P,10,10,0,"N/A (P-position)"
"4 3 1 1 1 1",4,3,6,3,N,Winning,N,11,11,1,"[R0C3]"
"5 3 1 1 1 1",5,3,6,0,P,Losing,P,12,12,0,"N/A (P-position)"
"6 3 1 1 1 1",6,3,6,5,N,Winning,N,13,13,1,"[R0C5]"
"7 3 1 1 1 1",7,3,6,0,P,Losing,P,14,14,0,"N/A (P-position)"
"8 3 1 1 1 1",8,3,6,1,N,Winning,N,15,15,1,"[R0C7]"
"9 3 1 1 1 1",9,3,6,0,P,Losing,P,16,16,0,"N/A (P-position)"
"10 3 1 1 1 1",10,3,6,1,N,Winning,N,17,17,1,"[R0C9]"
"11 3 1 1 1 1",11,3,6,0,P,Losing,P,18,18,0,"N/A (P-position)"
"12 3 1 1 1 1",12,3,6,1,N,Winning,N,19,19,1,"[R0C11]"
"13 3 1 1 1 1",13,3,6,0,P,Losing,P,20,20,0,"N/A (P-position)"
"14 3 1 1 1 1",14,3,6,1,N,Winning,N,21,21,1,"[R0C13]"
"15 3 1 1 1 1",15,3,6,0,P,Losing,P,22,22,0,"N/A (P-position)"
"16 3 1 1 1 1",16,3,6,1,N,Winning,N,23,23,1,"[R0C15]"
"17 3 1 1 1 1",17,3,6,0,P,Losing,P,24,24,0,"N/A (P-position)"
"18 3 1 1 1 1",18,3,6,1,N,Winning,N,25,25,1,"[R0C17]"
"19 3 1 1 1 1",19,3,6,0,P,Losing,P,26,26,0,"N/A (P-position)"
"20 3 1 1 1 1",20,3,6,1,N,Winning,N,27,27,1,"[R0C19]"
"4 4 1 1 1 1",4,4,6,0,P,Losing,P,12,12,0,"N/A (P-position)"
"5 4 1 1 1 1",5,4,6,1,N,Winning,N,13,13,2,"[R0C4] / [R1C3]"
"6 4 1 1 1 1",6,4,6,3,N,Winning,N,13,14,1,"[R0C5,R1C3]"
"7 4 1 1 1 1",7,4,6,1,N,Winning,N,15,15,1,"[R1C3]"
"8 4 1 1 1 1",8,4,6,6,N,Winning,N,15,16,1,"[R0C7,R1C3]"
"9 4 1 1 1 1",9,4,6,7,N,Winning,N,17,17,1,"[R1C3]"
"10 4 1 1 1 1",10,4,6,6,N,Winning,N,17,18,1,"[R0C9,R1C3]"
"11 4 1 1 1 1",11,4,6,7,N,Winning,N,19,19,1,"[R1C3]"
"12 4 1 1 1 1",12,4,6,6,N,Winning,N,19,20,1,"[R0C11,R1C3]"
"13 4 1 1 1 1",13,4,6,7,N,Winning,N,21,21,1,"[R1C3]"
"14 4 1 1 1 1",14,4,6,6,N,Winning,N,21,22,1,"[R0C13,R1C3]"
"15 4 1 1 1 1",15,4,6,7,N,Winning,N,23,23,1,"[R1C3]"
"16 4 1 1 1 1",16,4,6,6,N,Winning,N,23,24,1,"[R0C15,R1C3]"
"17 4 1 1 1 1",17,4,6,7,N,Winning,N,25,25,1,"[R1C3]"
"18 4 1 1 1 1",18,4,6,6,N,Winning,N,25,26,1,"[R0C17,R1C3]"
