Partition,Grundy (g),P/N-Position (Normal),Misere Value,P/N-Position (Misere),Uptimality,Game Depth,Winning Move Count,Winning Moves (Normal)
"9 9 8 7 1",9,N,Winning,N,33,34,2,"[R2C7,R4C0] / [R3C6,R4C0]"
"9 9 8 7 2",2,N,Winning,N,35,35,2,"[R2C7] / [R3C6]"
"9 9 8 7 3",7,N,Winning,N,35,36,2,"[R2C7,R4C2] / [R3C6,R4C2]"
"9 9 8 7 4",1,N,Winning,N,37,37,2,"[R2C7] / [R3C6]"
"9 9 8 7 5",2,N,Winning,N,37,38,2,"[R2C7,R4C4] / [R3C6,R4C4]"
"9 9 8 7 6",3,N,Winning,N,39,39,2,"[R2C7] / [R3C6]"
"9 9 8 7 7",5,N,Winning,N,39,40,1,"[R2C7,R4C6]"
"9 9 8 8 1",2,N,Winning,N,35,35,1,"[R4C0]"
"9 9 8 8 2",0,P,Losing,P,36,36,0,"N/A (P-position)"
"9 9 8 8 3",1,N,Winning,N,37,37,1,"[R4C2]"
"9 9 8 8 4",0,P,Losing,P,38,38,0,"N/A (P-position)"
"9 9 8 8 5",4,N,Winning,N,39,39,1,"[R4C4]"
"9 9 8 8 6",0,P,Losing,P,40,40,0,"N/A (P-position)"
"9 9 8 8 7",1,N,Winning,N,41,41,1,"[R4C6]"
"9 9 8 8 8",0,P,Losing,P,42,42,0,"N/A (P-position)"
"9 9 9 1 1",0,P,Losing,P,28,29,0,"N/A (P-position)"
"9 9 9 2 1",5,N,Winning,N,29,30,2,"[R3C1] / [R2C8,R4C0]"
"9 9 9 2 2",1,N,Winning,N,31,31,1,"[R2C8]"
"9 9 9 3 1",3,N,Winning,N,29,31,1,"[R2C8,R3C2,R4C0]"
"9 9 9 3 2",4,N,Winning,N,31,32,1,"[R2C8,R3C2]"
"9 9 9 3 3",0,P,Losing,P,32,33,0,"N/A (P-position)"
"9 9 9 4 1",4,N,Winning,N,31,32,1,"[R2C8,R4C0]"
"9 9 9 4 2",1,N,Winning,N,33,33,1,"[R2C8]"
"9 9 9 4 3",2,N,Winning,N,33,34,2,"[R3C3] / [R2C8,R4C2]"
"9 9 9 4 4",1,N,Winning,N,35,35,1,"[R2C8]"
"9 9 9 5 1",2,N,Winning,N,31,33,1,"[R2C8,R3C4,R4C0]"
"9 9 9 5 2",5,N,Winning,N,33,34,1,"[R2C8,R3C4]"
"9 9 9 5 3",3,N,Winning,N,33,35,1,"[R2C8,R3C4,R4C2]"
"9 9 9 5 4",6,N,Winning,N,35,36,1,"[R2C8,R3C4]"
"9 9 9 5 5",0,P,Losing,P,36,37,0,"N/A (P-position)"
"9 9 9 6 1",4,N,Winning,N,33,34,1,"[R2C8,R4C0]"
"9 9 9 6 2",3,N,Winning,N,35,35,1,"[R2C8]"
"9 9 9 6 3",6,N,Winning,N,35,36,1,"[R2C8,R4C2]"
"9 9 9 6 4",1,N,Winning,N,37,37,1,"[R2C8]"
"9 9 9 6 5",2,N,Winning,N,37,38,2,"[R3C5] / [R2C8,R4C4]"
"9 9 9 6 6",1,N,Winning,N,39,39,1,"[R2C8]"
"9 9 9 7 1",5,N,Winning,N,33,35,1,"[R2C8,R3C6,R4C0]"
"9 9 9 7 2",6,N,Winning,N,35,36,1,"[R2C8,R3C6]"
"9 9 9 7 3",1,N,Winning,N,35,37,1,"[R2C8,R3C6,R4C2]"
"9 9 9 7 4",3,N,Winning,N,37,38,1,"[R2C8,R3C6]"
"9 9 9 7 5",4,N,Winning,N,37,39,1,"[R2C8,R3C6,R4C4]"
"9 9 9 7 6",5,N,Winning,N,39,40,1,"[R2C8,R3C6]"
"9 9 9 7 7",0,P,Losing,P,40,41,0,"N/A (P-position)"
"9 9 9 8 1",4,N,Winning,N,35,36,1,"[R2C8,R4C0]"
"9 9 9 8 2",1,N,Winning,N,37,37,1,"[R2C8]"
"9 9 9 8 3",3,N,Winning,N,37,38,1,"[R2C8,R4C2]"
"9 9 9 8 4",2,N,Winning,N,39,39,1,"[R2C8]"
"9 9 9 8 5",5,N,Winning,N,39,40,1,"[R2C8,R4C4]"
"9 9 9 8 6",1,N,Winning,N,41,41,1,"[R2C8]"
"9 9 9 8 7",2,N,Winning,N,41,42,2,"[R3C7] / [R2C8,R4C6]"
"9 9 9 8 8",3,N,Winning,N,43,43,1,"[R2C8]"
"9 9 9 9 1",1,N,Winning,N,37,37,1,"[R4C0]"
"9 9 9 9 2",0,P,Losing,P,38,38,0,"N/A (P-position)"
"9 9 9 9 3",2,N,Winning,N,39,39,1,"[R4C2]"
"9 9 9 9 4",0,P,Losing,P,40,40,0,"N/A (P-position)"
"9 9 9 9 5",1,N,Winning,N,41,41,1,"[R4C4]"
"9 9 9 9 6",0,P,Losing,P,42,42,0,"N/A (P-position)"
"9 9 9 9 7",3,N,Winning,N,43,43,1,"[R4C6]"
"9 9 9 9 8",0,P,Losing,P,44,44,0,"N/A (P-position)"
"9 9 9 9 9",1,N,Winning,N,45,45,1,"[R4C8]"
"10 1 1 1 1",1,N,Winning,N,13,14,1,"[R0C9]"
"10 2 1 1 1",4,N,Winning,N,13,15,1,"[R0C9,R1C1]"
"10 2 2 1 1",0,P,Losing,P,16,16,0,"N/A (P-position)"
"10 2 2 2 1",5,N,Winning,N,17,17,2,"[R3C1] / [R4C0]"
"10 2 2 2 2",0,P,Losing,P,18,18,0,"N/A (P-position)"
"10 3 1 1 1",2,N,Winning,N,15,16,1,"[R0C9,R4C0]"
"10 3 2 1 1",11,N,Winning,N,15,17,2,"[R1C2] / [R0C9,R2C1,R4C0]"
"10 3 2 2 1",6,N,Winning,N,17,18,2,"[R1C2,R3C1] / [R1C2,R4C0]"
"10 3 2 2 2",3,N,Winning,N,19,19,1,"[R1C2]"
"10 3 3 1 1",1,N,Winning,N,17,18,1,"[R0C9]"
"10 3 3 2 1",2,N,Winning,N,17,19,2,"[R0C9,R3C1] / [R0C9,R4C0]"
"10 3 3 2 2",1,N,Winning,N,19,20,1,"[R0C9]"
"10 3 3 3 1",4,N,Winning,N,17,20,1,"[R0C9,R3C2,R4C0]"
"10 3 3 3 2",6,N,Winning,N,19,21,1,"[R0C9,R3C2]"
"10 3 3 3 3",2,N,Winning,N,21,22,1,"[R0C9]"
"10 4 1 1 1",5,N,Winning,N,15,17,1,"[R0C9,R1C3,R4C0]"
"10 4 2 1 1",6,N,Winning,N,15,18,1,"[R0C9,R1C3,R2C1,R4C0]"
"10 4 2 2 1",3,N,Winning,N,19,19,1,"[R4C0]"
"10 4 2 2 2",0,P,Losing,P,20,20,0,"N/A (P-position)"
"10 4 3 1 1",2,N,Winning,N,17,19,1,"[R0C9,R1C3]"
"10 4 3 2 1",13,N,Winning,N,17,20,3,"[R0C9,R1C3,R3C1] / [R0C9,R1C3,R4C0] / [R2C2,R4C0]"
"10 4 3 2 2",4,N,Winning,N,19,21,2,"[R0C9,R1C3] / [R2C2]"
"10 4 3 3 1",7,N,Winning,N,17,21,1,"[R0C9,R1C3,R3C2,R4C0]"
"10 4 3 3 2",8,N,Winning,N,19,22,1,"[R0C9,R1C3,R3C2]"
"10 4 3 3 3",3,N,Winning,N,21,23,1,"[R0C9,R1C3]"
"10 4 4 1 1",0,P,Losing,P,20,20,0,"N/A (P-position)"
"10 4 4 2 1",4,N,Winning,N,21,21,2,"[R3C1] / [R4C0]"
"10 4 4 2 2",0,P,Losing,P,22,22,0,"N/A (P-position)"
"10 4 4 3 1",9,N,Winning,N,21,22,1,"[R3C2,R4C0]"
"10 4 4 3 2",2,N,Winning,N,23,23,1,"[R3C2]"
"10 4 4 3 3",0,P,Losing,P,24,24,0,"N/A (P-position)"
"10 4 4 4 1",3,N,Winning,N,23,23,1,"[R4C0]"
"10 4 4 4 2",0,P,Losing,P,24,24,0,"N/A (P-position)"
"10 4 4 4 3",6,N,Winning,N,25,25,2,"[R3C3] / [R4C2]"
"10 4 4 4 4",0,P,Losing,P,26,26,0,"N/A (P-position)"
"10 5 1 1 1",6,N,Winning,N,17,18,1,"[R0C9,R4C0]"
"10 5 2 1 1",13,N,Winning,N,17,19,1,"[R0C9,R2C1,R4C0]"
"10 5 2 2 1",4,N,Winning,N,19,20,1,"[R1C4,R4C0]"
"10 5 2 2 2",1,N,Winning,N,21,21,1,"[R1C4]"
"10 5 3 1 1",1,N,Winning,N,19,20,1,"[R0C9]"
"10 5 3 2 1",14,N,Winning,N,19,21,2,"[R0C9,R3C1] / [R1C4,R2C2,R4C0]"
"10 5 3 2 2",8,N,Winning,N,21,22,1,"[R1C4,R2C2]"
"10 5 3 3 1",8,N,Winning,N,21,22,1,"[R0C9,R4C0]"
"10 5 3 3 2",1,N,Winning,N,23,23,1,"[R0C9]"
"10 5 3 3 3",2,N,Winning,N,23,24,1,"[R0C9,R4C2]"
"10 5 4 1 1",4,N,Winning,N,19,21,2,"[R1C4] / [R0C9,R2C3]"
"10 5 4 2 1",11,N,Winning,N,19,22,3,"[R1C4,R3C1] / [R0C9,R2C3,R3C1] / [R1C4,R4C0]"
"10 5 4 2 2",2,N,Winning,N,23,23,1,"[R1C4]"
"10 5 4 3 1",18,N,Winning,N,21,23,2,"[R0C9,R2C3,R4C0] / [R1C4,R3C2,R4C0]"
"10 5 4 3 2",10,N,Winning,N,23,24,2,"[R0C9,R2C3] / [R1C4,R3C2]"
"10 5 4 3 3",5,N,Winning,N,23,25,2,"[R1C4] / [R0C9,R2C3,R4C2]"
"10 5 4 4 1",4,N,Winning,N,23,24,1,"[R1C4,R4C0]"
"10 5 4 4 2",1,N,Winning,N,25,25,1,"[R1C4]"
"10 5 4 4 3",8,N,Winning,N,25,26,2,"[R1C4,R3C3] / [R1C4,R4C2]"
"10 5 4 4 4",3,N,Winning,N,27,27,1,"[R1C4]"
"10 5 5 1 1",1,N,Winning,N,21,22,1,"[R0C9]"
"10 5 5 2 1",2,N,Winning,N,21,23,2,"[R0C9,R3C1] / [R0C9,R4C0]"
"10 5 5 2 2",4,N,Winning,N,23,24,1,"[R0C9]"
"10 5 5 3 1",5,N,Winning,N,21,24,1,"[R0C9,R3C2,R4C0]"
"10 5 5 3 2",7,N,Winning,N,23,25,1,"[R0C9,R3C2]"
"10 5 5 3 3",1,N,Winning,N,25,26,1,"[R0C9]"
"10 5 5 4 1",6,N,Winning,N,23,25,1,"[R0C9,R4C0]"
"10 5 5 4 2",2,N,Winning,N,25,26,1,"[R0C9]"
"10 5 5 4 3",3,N,Winning,N,25,27,2,"[R0C9,R3C3] / [R0C9,R4C2]"
"10 5 5 4 4",4,N,Winning,N,27,28,1,"[R0C9]"
"10 5 5 5 1",4,N,Winning,N,23,26,1,"[R0C9,R3C4,R4C0]"
"10 5 5 5 2",3,N,Winning,N,25,27,1,"[R0C9,R3C4]"
"10 5 5 5 3",5,N,Winning,N,25,28,1,"[R0C9,R3C4,R4C2]"
"10 5 5 5 4",6,N,Winning,N,27,29,1,"[R0C9,R3C4]"
"10 5 5 5 5",1,N,Winning,N,29,30,1,"[R0C9]"
"10 6 1 1 1",4,N,Winning,N,17,19,1,"[R0C9,R1C5,R4C0]"
"10 6 2 1 1",14,N,Winning,N,17,20,1,"[R0C9,R1C5,R2C1,R4C0]"
"10 6 2 2 1",7,N,Winning,N,21,21,1,"[R4C0]"
"10 6 2 2 2",0,P,Losing,P,22,22,0,"N/A (P-position)"
"10 6 3 1 1",2,N,Winning,N,19,21,1,"[R0C9,R1C5]"
"10 6 3 2 1",16,N,Winning,N,19,22,2,"[R0C9,R1C5,R3C1] / [R2C2,R4C0]"
"10 6 3 2 2",2,N,Winning,N,23,23,1,"[R2C2]"
"10 6 3 3 1",3,N,Winning,N,21,23,1,"[R0C9,R1C5,R4C0]"
"10 6 3 3 2",4,N,Winning,N,23,24,1,"[R0C9,R1C5]"
"10 6 3 3 3",6,N,Winning,N,23,25,1,"[R0C9,R1C5,R4C2]"
"10 6 4 1 1",7,N,Winning,N,19,22,1,"[R0C9,R1C5,R2C3]"
"10 6 4 2 1",18,N,Winning,N,19,23,2,"[R0C9,R1C5,R2C3,R3C1] / [R4C0]"
"10 6 4 2 2",0,P,Losing,P,24,24,0,"N/A (P-position)"
"10 6 4 3 1",12,N,Winning,N,21,24,2,"[R0C9,R1C5,R2C3,R4C0] / [R3C2,R4C0]"
"10 6 4 3 2",5,N,Winning,N,23,25,2,"[R0C9,R1C5,R2C3] / [R3C2]"
"10 6 4 3 3",8,N,Winning,N,23,26,1,"[R0C9,R1C5,R2C3,R4C2]"
"10 6 4 4 1",1,N,Winning,N,25,25,1,"[R4C0]"
"10 6 4 4 2",0,P,Losing,P,26,26,0,"N/A (P-position)"
"10 6 4 4 3",3,N,Winning,N,27,27,1,"[R4C2]"
"10 6 4 4 4",0,P,Losing,P,28,28,0,"N/A (P-position)"
"10 6 5 1 1",2,N,Winning,N,21,23,1,"[R0C9,R1C5]"
"10 6 5 2 1",3,N,Winning,N,21,24,3,"[R0C9,R1C5,R3C1] / [R0C9,R1C5,R4C0] / [R2C4,R4C0]"
"10 6 5 2 2",5,N,Winning,N,23,25,2,"[R0C9,R1C5] / [R2C4]"
"10 6 5 3 1",6,N,Winning,N,21,25,2,"[R0C9,R1C5,R3C2,R4C0] / [R2C4,R3C2,R4C0]"
"10 6 5 3 2",8,N,Winning,N,23,26,2,"[R0C9,R1C5,R3C2] / [R2C4,R3C2]"
"10 6 5 3 3",2,N,Winning,N,25,27,1,"[R0C9,R1C5]"
"10 6 5 4 1",10,N,Winning,N,23,26,2,"[R0C9,R1C5,R4C0] / [R2C4,R4C0]"
"10 6 5 4 2",13,N,Winning,N,25,27,2,"[R0C9,R1C5] / [R2C4]"
"10 6 5 4 3",4,N,Winning,N,25,28,3,"[R0C9,R1C5,R3C3] / [R0C9,R1C5,R4C2] / [R2C4,R4C2]"
"10 6 5 4 4",6,N,Winning,N,27,29,2,"[R0C9,R1C5] / [R2C4]"
"10 6 5 5 1",9,N,Winning,N,23,27,1,"[R0C9,R1C5,R3C4,R4C0]"
"10 6 5 5 2",14,N,Winning,N,25,28,1,"[R0C9,R1C5,R3C4]"
"10 6 5 5 3",7,N,Winning,N,25,29,1,"[R0C9,R1C5,R3C4,R4C2]"
"10 6 5 5 4",8,N,Winning,N,27,30,1,"[R0C9,R1C5,R3C4]"
"10 6 5 5 5",4,N,Winning,N,29,31,1,"[R0C9,R1C5]"
"10 6 6 1 1",0,P,Losing,P,24,24,0,"N/A (P-position)"
"10 6 6 2 1",4,N,Winning,N,25,25,2,"[R3C1] / [R4C0]"
"10 6 6 2 2",0,P,Losing,P,26,26,0,"N/A (P-position)"
"10 6 6 3 1",9,N,Winning,N,25,26,1,"[R3C2,R4C0]"
"10 6 6 3 2",2,N,Winning,N,27,27,1,"[R3C2]"
"10 6 6 3 3",0,P,Losing,P,28,28,0,"N/A (P-position)"
"10 6 6 4 1",2,N,Winning,N,27,27,1,"[R4C0]"
"10 6 6 4 2",0,P,Losing,P,28,28,0,"N/A (P-position)"
"10 6 6 4 3",7,N,Winning,N,29,29,2,"[R3C3] / [R4C2]"
"10 6 6 4 4",0,P,Losing,P,30,30,0,"N/A (P-position)"
"10 6 6 5 1",3,N,Winning,N,27,28,1,"[R3C4,R4C0]"
"10 6 6 5 2",1,N,Winning,N,29,29,1,"[R3C4]"
"10 6 6 5 3",8,N,Winning,N,29,30,1,"[R3C4,R4C2]"
"10 6 6 5 4",3,N,Winning,N,31,31,1,"[R3C4]"
"10 6 6 5 5",0,P,Losing,P,32,32,0,"N/A (P-position)"
"10 6 6 6 1",5,N,Winning,N,29,29,1,"[R4C0]"
"10 6 6 6 2",0,P,Losing,P,30,30,0,"N/A (P-position)"
"10 6 6 6 3",2,N,Winning,N,31,31,1,"[R4C2]"
"10 6 6 6 4",0,P,Losing,P,32,32,0,"N/A (P-position)"
"10 6 6 6 5",1,N,Winning,N,33,33,2,"[R3C5] / [R4C4]"
"10 6 6 6 6",0,P,Losing,P,34,34,0,"N/A (P-position)"
"10 7 1 1 1",7,N,Winning,N,19,20,1,"[R0C9,R4C0]"
"10 7 2 1 1",9,N,Winning,N,19,21,1,"[R0C9,R2C1,R4C0]"
"10 7 2 2 1",5,N,Winning,N,21,22,1,"[R1C6,R4C0]"
"10 7 2 2 2",2,N,Winning,N,23,23,1,"[R1C6]"
"10 7 3 1 1",1,N,Winning,N,21,22,1,"[R0C9]"
"10 7 3 2 1",15,N,Winning,N,21,23,2,"[R0C9,R3C1] / [R1C6,R2C2,R4C0]"
"10 7 3 2 2",8,N,Winning,N,23,24,1,"[R1C6,R2C2]"
"10 7 3 3 1",5,N,Winning,N,23,24,1,"[R0C9,R4C0]"
"10 7 3 3 2",1,N,Winning,N,25,25,1,"[R0C9]"
"10 7 3 3 3",2,N,Winning,N,25,26,1,"[R0C9,R4C2]"
"10 7 4 1 1",4,N,Winning,N,21,23,1,"[R0C9,R2C3]"
"10 7 4 2 1",10,N,Winning,N,21,24,2,"[R0C9,R2C3,R3C1] / [R1C6,R4C0]"
"10 7 4 2 2",1,N,Winning,N,25,25,1,"[R1C6]"
"10 7 4 3 1",11,N,Winning,N,23,25,2,"[R0C9,R2C3,R4C0] / [R1C6,R3C2,R4C0]"
"10 7 4 3 2",6,N,Winning,N,25,26,2,"[R0C9,R2C3] / [R1C6,R3C2]"
"10 7 4 3 3",3,N,Winning,N,25,27,1,"[R0C9,R2C3,R4C2]"
"10 7 4 4 1",6,N,Winning,N,25,26,1,"[R1C6,R4C0]"
"10 7 4 4 2",2,N,Winning,N,27,27,1,"[R1C6]"
"10 7 4 4 3",9,N,Winning,N,27,28,1,"[R1C6,R4C2]"
"10 7 4 4 4",1,N,Winning,N,29,29,1,"[R1C6]"
"10 7 5 1 1",5,N,Winning,N,23,24,1,"[R0C9]"
"10 7 5 2 1",8,N,Winning,N,23,25,2,"[R0C9,R3C1] / [R1C6,R2C4,R4C0]"
"10 7 5 2 2",2,N,Winning,N,25,26,1,"[R1C6,R2C4]"
"10 7 5 3 1",13,N,Winning,N,23,26,1,"[R1C6,R2C4,R3C2,R4C0]"
"10 7 5 3 2",16,N,Winning,N,25,27,1,"[R1C6,R2C4,R3C2]"
"10 7 5 3 3",4,N,Winning,N,27,28,1,"[R0C9]"
"10 7 5 4 1",14,N,Winning,N,25,27,1,"[R1C6,R2C4,R4C0]"
"10 7 5 4 2",7,N,Winning,N,27,28,1,"[R1C6,R2C4]"
"10 7 5 4 3",14,N,Winning,N,27,29,2,"[R0C9,R3C3] / [R1C6,R2C4,R4C2]"
"10 7 5 4 4",7,N,Winning,N,29,30,1,"[R1C6,R2C4]"
"10 7 5 5 1",3,N,Winning,N,27,28,1,"[R0C9,R4C0]"
"10 7 5 5 2",1,N,Winning,N,29,29,1,"[R0C9]"
"10 7 5 5 3",2,N,Winning,N,29,30,1,"[R0C9,R4C2]"
"10 7 5 5 4",3,N,Winning,N,31,31,1,"[R0C9]"
"10 7 5 5 5",1,N,Winning,N,31,32,1,"[R0C9,R4C4]"
"10 7 6 1 1",8,N,Winning,N,23,25,2,"[R1C6] / [R0C9,R2C5]"
"10 7 6 2 1",9,N,Winning,N,23,26,3,"[R1C6,R3C1] / [R0C9,R2C5,R3C1] / [R1C6,R4C0]"
"10 7 6 2 2",6,N,Winning,N,27,27,1,"[R1C6]"
"10 7 6 3 1",10,N,Winning,N,25,27,1,"[R1C6,R3C2,R4C0]"
"10 7 6 3 2",18,N,Winning,N,27,28,1,"[R1C6,R3C2]"
"10 7 6 3 3",6,N,Winning,N,27,29,2,"[R1C6] / [R0C9,R2C5]"
"10 7 6 4 1",12,N,Winning,N,27,28,1,"[R1C6,R4C0]"
"10 7 6 4 2",1,N,Winning,N,29,29,1,"[R1C6]"
"10 7 6 4 3",11,N,Winning,N,27,30,3,"[R1C6,R3C3] / [R0C9,R2C5,R3C3] / [R1C6,R4C2]"
"10 7 6 4 4",3,N,Winning,N,31,31,1,"[R1C6]"
"10 7 6 5 1",16,N,Winning,N,27,29,2,"[R0C9,R2C5,R4C0] / [R1C6,R3C4,R4C0]"
"10 7 6 5 2",5,N,Winning,N,29,30,2,"[R0C9,R2C5] / [R1C6,R3C4]"
"10 7 6 5 3",9,N,Winning,N,29,31,2,"[R0C9,R2C5,R4C2] / [R1C6,R3C4,R4C2]"
"10 7 6 5 4",10,N,Winning,N,31,32,2,"[R0C9,R2C5] / [R1C6,R3C4]"
"10 7 6 5 5",5,N,Winning,N,31,33,2,"[R1C6] / [R0C9,R2C5,R4C4]"
"10 7 6 6 1",8,N,Winning,N,29,30,1,"[R1C6,R4C0]"
"10 7 6 6 2",2,N,Winning,N,31,31,1,"[R1C6]"
"10 7 6 6 3",10,N,Winning,N,31,32,1,"[R1C6,R4C2]"
"10 7 6 6 4",5,N,Winning,N,33,33,1,"[R1C6]"
"10 7 6 6 5",6,N,Winning,N,33,34,2,"[R1C6,R3C5] / [R1C6,R4C4]"
"10 7 6 6 6",2,N,Winning,N,35,35,1,"[R1C6]"
"10 7 7 1 1",1,N,Winning,N,25,26,1,"[R0C9]"
"10 7 7 2 1",3,N,Winning,N,25,27,2,"[R0C9,R3C1] / [R0C9,R4C0]"
"10 7 7 2 2",2,N,Winning,N,27,28,1,"[R0C9]"
"10 7 7 3 1",4,N,Winning,N,25,28,1,"[R0C9,R3C2,R4C0]"
"10 7 7 3 2",5,N,Winning,N,27,29,1,"[R0C9,R3C2]"
"10 7 7 3 3",1,N,Winning,N,29,30,1,"[R0C9]"
"10 7 7 4 1",5,N,Winning,N,27,29,1,"[R0C9,R4C0]"
"10 7 7 4 2",7,N,Winning,N,29,30,1,"[R0C9]"
"10 7 7 4 3",2,N,Winning,N,29,31,2,"[R0C9,R3C3] / [R0C9,R4C2]"
"10 7 7 4 4",4,N,Winning,N,31,32,1,"[R0C9]"
"10 7 7 5 1",4,N,Winning,N,27,30,1,"[R0C9,R3C4,R4C0]"
"10 7 7 5 2",6,N,Winning,N,29,31,1,"[R0C9,R3C4]"
"10 7 7 5 3",10,N,Winning,N,29,32,1,"[R0C9,R3C4,R4C2]"
"10 7 7 5 4",5,N,Winning,N,31,33,1,"[R0C9,R3C4]"
"10 7 7 5 5",1,N,Winning,N,33,34,1,"[R0C9]"
"10 7 7 6 1",9,N,Winning,N,29,31,1,"[R0C9,R4C0]"
"10 7 7 6 2",10,N,Winning,N,31,32,1,"[R0C9]"
"10 7 7 6 3",4,N,Winning,N,31,33,1,"[R0C9,R4C2]"
"10 7 7 6 4",1,N,Winning,N,33,34,1,"[R0C9]"
"10 7 7 6 5",2,N,Winning,N,33,35,2,"[R0C9,R3C5] / [R0C9,R4C4]"
"10 7 7 6 6",3,N,Winning,N,35,36,1,"[R0C9]"
"10 7 7 7 1",4,N,Winning,N,29,32,1,"[R0C9,R3C6,R4C0]"
"10 7 7 7 2",2,N,Winning,N,31,33,1,"[R0C9,R3C6]"
"10 7 7 7 3",3,N,Winning,N,31,34,1,"[R0C9,R3C6,R4C2]"
"10 7 7 7 4",5,N,Winning,N,33,35,1,"[R0C9,R3C6]"
"10 7 7 7 5",6,N,Winning,N,33,36,1,"[R0C9,R3C6,R4C4]"
"10 7 7 7 6",7,N,Winning,N,35,37,1,"[R0C9,R3C6]"
"10 7 7 7 7",1,N,Winning,N,37,38,1,"[R0C9]"
"10 8 1 1 1",4,N,Winning,N,19,21,1,"[R0C9,R1C7,R4C0]"
"10 8 2 1 1",5,N,Winning,N,19,22,1,"[R0C9,R1C7,R2C1,R4C0]"
"10 8 2 2 1",6,N,Winning,N,23,23,1,"[R4C0]"
"10 8 2 2 2",0,P,Losing,P,24,24,0,"N/A (P-position)"
"10 8 3 1 1",2,N,Winning,N,21,23,1,"[R0C9,R1C7]"
"10 8 3 2 1",11,N,Winning,N,21,24,2,"[R0C9,R1C7,R3C1] / [R2C2,R4C0]"
"10 8 3 2 2",1,N,Winning,N,25,25,1,"[R2C2]"
"10 8 3 3 1",6,N,Winning,N,23,25,1,"[R0C9,R1C7,R4C0]"
"10 8 3 3 2",2,N,Winning,N,25,26,1,"[R0C9,R1C7]"
"10 8 3 3 3",4,N,Winning,N,25,27,1,"[R0C9,R1C7,R4C2]"
"10 8 4 1 1",3,N,Winning,N,21,24,1,"[R0C9,R1C7,R2C3]"
"10 8 4 2 1",16,N,Winning,N,21,25,2,"[R0C9,R1C7,R2C3,R3C1] / [R4C0]"
"10 8 4 2 2",0,P,Losing,P,26,26,0,"N/A (P-position)"
"10 8 4 3 1",7,N,Winning,N,23,26,2,"[R0C9,R1C7,R2C3,R4C0] / [R3C2,R4C0]"
"10 8 4 3 2",4,N,Winning,N,25,27,2,"[R0C9,R1C7,R2C3] / [R3C2]"
"10 8 4 3 3",5,N,Winning,N,25,28,1,"[R0C9,R1C7,R2C3,R4C2]"
"10 8 4 4 1",9,N,Winning,N,27,27,1,"[R4C0]"
"10 8 4 4 2",0,P,Losing,P,28,28,0,"N/A (P-position)"
"10 8 4 4 3",1,N,Winning,N,29,29,1,"[R4C2]"
"10 8 4 4 4",0,P,Losing,P,30,30,0,"N/A (P-position)"
"10 8 5 1 1",10,N,Winning,N,23,25,1,"[R0C9,R1C7]"
"10 8 5 2 1",13,N,Winning,N,23,26,2,"[R0C9,R1C7,R3C1] / [R2C4,R4C0]"
"10 8 5 2 2",3,N,Winning,N,27,27,1,"[R2C4]"
"10 8 5 3 1",9,N,Winning,N,25,27,1,"[R2C4,R3C2,R4C0]"
"10 8 5 3 2",18,N,Winning,N,27,28,1,"[R2C4,R3C2]"
"10 8 5 3 3",1,N,Winning,N,27,29,1,"[R0C9,R1C7]"
"10 8 5 4 1",16,N,Winning,N,27,28,1,"[R2C4,R4C0]"
"10 8 5 4 2",1,N,Winning,N,29,29,1,"[R2C4]"
"10 8 5 4 3",10,N,Winning,N,27,30,2,"[R0C9,R1C7,R3C3] / [R2C4,R4C2]"
"10 8 5 4 4",2,N,Winning,N,31,31,1,"[R2C4]"
"10 8 5 5 1",4,N,Winning,N,27,29,1,"[R0C9,R1C7,R4C0]"
"10 8 5 5 2",5,N,Winning,N,29,30,1,"[R0C9,R1C7]"
"10 8 5 5 3",4,N,Winning,N,29,31,1,"[R0C9,R1C7,R4C2]"
"10 8 5 5 4",5,N,Winning,N,31,32,1,"[R0C9,R1C7]"
"10 8 5 5 5",6,N,Winning,N,31,33,1,"[R0C9,R1C7,R4C4]"
"10 8 6 1 1",1,N,Winning,N,23,26,1,"[R0C9,R1C7,R2C5]"
"10 8 6 2 1",14,N,Winning,N,23,27,2,"[R0C9,R1C7,R2C5,R3C1] / [R4C0]"
"10 8 6 2 2",0,P,Losing,P,28,28,0,"N/A (P-position)"
"10 8 6 3 1",19,N,Winning,N,27,28,1,"[R3C2,R4C0]"
"10 8 6 3 2",7,N,Winning,N,29,29,1,"[R3C2]"
"10 8 6 3 3",3,N,Winning,N,27,30,1,"[R0C9,R1C7,R2C5]"
"10 8 6 4 1",1,N,Winning,N,29,29,1,"[R4C0]"
"10 8 6 4 2",0,P,Losing,P,30,30,0,"N/A (P-position)"
"10 8 6 4 3",15,N,Winning,N,27,31,2,"[R0C9,R1C7,R2C5,R3C3] / [R4C2]"
"10 8 6 4 4",0,P,Losing,P,32,32,0,"N/A (P-position)"
"10 8 6 5 1",17,N,Winning,N,27,30,2,"[R0C9,R1C7,R2C5,R4C0] / [R3C4,R4C0]"
"10 8 6 5 2",8,N,Winning,N,29,31,2,"[R0C9,R1C7,R2C5] / [R3C4]"
"10 8 6 5 3",12,N,Winning,N,29,32,2,"[R0C9,R1C7,R2C5,R4C2] / [R3C4,R4C2]"
"10 8 6 5 4",6,N,Winning,N,31,33,2,"[R0C9,R1C7,R2C5] / [R3C4]"
"10 8 6 5 5",9,N,Winning,N,31,34,1,"[R0C9,R1C7,R2C5,R4C4]"
